bank_ref_id,transaction_id,settled_amount_paise,settlement_date,instrument_type,merchant_id,fee_paise,gst_paise,settlement_id,utr,currency,gross_amount_paise
bnk_7485807,7485807,10310,2010-01-03,DEBIT_CARD,50783,104,19,set_7485807,,,10433
bnk_7485808,7485808,139597,2010-01-03,DEBIT_CARD,13348,1413,254,set_7485808,,,141264
bnk_7485811,7485811,8662,2010-01-03,DEBIT_CARD,25108,88,16,set_7485811,,,8766
bnk_7485812,7485812,5929,2010-01-03,DEBIT_CARD,59935,60,11,set_7485812,,,6000
bnk_7485813,7485813,2274,2010-01-03,DEBIT_CARD,59935,23,4,set_7485813,,,2301
bnk_7485814,7485814,1926,2010-01-03,DEBIT_CARD,61195,20,4,set_7485814,,,1950
bnk_7485815,7485815,3906,2010-01-03,CREDIT_CARD,27092,80,14,set_7485815,,,4000
bnk_7485816,7485816,138,2010-01-03,DEBIT_CARD,14528,1,0,set_7485816,,,139
bnk_7485817,7485817,8103,2010-01-03,DEBIT_CARD,56431,82,15,set_7485817,,,8200
bnk_7485818,7485818,9230,2010-01-03,DEBIT_CARD,60569,93,17,set_7485818,,,9340
bnk_7485820,7485820,4603,2010-01-03,DEBIT_CARD,59935,47,8,set_7485820,,,4658
bnk_7485821,7485821,4080,2010-01-03,DEBIT_CARD,81477,41,7,set_7485821,,,4128
bnk_7485822,7485822,4657,2010-01-03,DEBIT_CARD,39021,47,8,set_7485822,,,4712
bnk_7485823,7485823,5274,2010-01-03,DEBIT_CARD,52090,53,10,set_7485823,,,5337
bnk_7485825,7485825,841,2010-01-03,DEBIT_CARD,11969,9,2,set_7485825,,,852
bnk_7485826,7485826,2478,2010-01-03,DEBIT_CARD,88852,25,5,set_7485826,,,2508
bnk_7485827,7485827,6706,2010-01-03,DEBIT_CARD,9834,68,12,set_7485827,,,6785
bnk_7485830,7485830,49,2010-01-03,DEBIT_CARD,14528,1,0,set_7485830,,,50
bnk_7485833,7485833,7906,2010-01-03,DEBIT_CARD,61195,80,14,set_7485833,,,8000
bnk_7485834,7485834,13323,2010-01-03,CREDIT_CARD,35106,273,49,set_7485834,,,13645
bnk_7485835,7485835,779,2010-01-03,DEBIT_CARD,36934,8,1,set_7485835,,,788
bnk_7485836,7485836,9764,2010-01-03,CREDIT_CARD,27092,200,36,set_7485836,,,10000
bnk_7485837,7485837,5691,2010-01-03,DEBIT_CARD,81477,58,10,set_7485837,,,5759
bnk_7485838,7485838,15787,2010-01-03,CREDIT_CARD,78052,323,58,set_7485838,,,16168
bnk_7485840,7485840,5017,2010-01-03,DEBIT_CARD,13646,51,9,set_7485840,,,5077
bnk_7485841,7485841,9815,2010-01-03,DEBIT_CARD,82981,99,18,set_7485841,,,9932
bnk_7485842,7485842,2216,2010-01-03,DEBIT_CARD,81833,22,4,set_7485842,,,2242
bnk_7485843,7485843,1048,2010-01-03,CREDIT_CARD,83480,21,4,set_7485843,,,1073
bnk_7485844,7485844,1010,2010-01-03,CREDIT_CARD,77179,21,4,set_7485844,,,1035
bnk_7485845,7485845,3303,2010-01-03,CREDIT_CARD,48618,68,12,set_7485845,,,3384
bnk_7485846,7485846,3769,2010-01-03,DEBIT_CARD,64951,38,7,set_7485846,,,3814
bnk_7485847,7485847,840,2010-01-03,CREDIT_CARD,14537,17,3,set_7485847,,,860
bnk_7485849,7485849,11578,2010-01-03,CREDIT_CARD,51840,237,43,set_7485849,,,11858
bnk_7485850,7485850,3061,2010-01-03,DEBIT_CARD,91128,31,6,set_7485850,,,3098
bnk_7485852,7485852,4634,2010-01-03,CREDIT_CARD,32175,95,17,set_7485852,,,4746
bnk_7485854,7485854,1630,2010-01-03,DEBIT_CARD,75781,16,3,set_7485854,,,1649
bnk_7485855,7485855,1823,2010-01-03,DEBIT_CARD,27687,18,3,set_7485855,,,1844
bnk_7485856,7485856,6830,2010-01-03,CREDIT_CARD,74316,140,25,set_7485856,,,6995
bnk_7485857,7485857,910,2010-01-03,CREDIT_CARD,2177,19,3,set_7485857,,,932
bnk_7485858,7485858,1967,2010-01-03,DEBIT_CARD,60569,20,4,set_7485858,,,1991
bnk_7485859,7485859,4444,2010-01-03,DEBIT_CARD,60569,45,8,set_7485859,,,4497
bnk_7485861,7485861,133,2010-01-03,CREDIT_CARD,14528,3,1,set_7485861,,,137
bnk_7485863,7485863,2247,2010-01-03,DEBIT_CARD,38602,23,4,set_7485863,,,2274
bnk_7485864,7485864,8504,2010-01-03,DEBIT_CARD,32175,86,15,set_7485864,,,8605
bnk_7485867,7485867,2391,2010-01-03,DEBIT_CARD,23022,24,4,set_7485867,,,2419
bnk_7485868,7485868,8481,2010-01-03,DEBIT_CARD,77786,86,15,set_7485868,,,8582
bnk_7485870,7485870,196,2010-01-03,DEBIT_CARD,83480,2,0,set_7485870,,,198
bnk_7485872,7485872,1888,2010-01-03,CREDIT_CARD,45344,39,7,set_7485872,,,1934
bnk_7485873,7485873,4988,2010-01-03,DEBIT_CARD,30286,50,9,set_7485873,,,5047
bnk_7485876,7485876,1351,2010-01-03,DEBIT_CARD,47399,14,3,set_7485876,,,1368
bnk_7485878,7485878,4871,2010-01-03,DEBIT_CARD,81833,49,9,set_7485878,,,4929
bnk_7485879,7485879,6137,2010-01-03,DEBIT_CARD,61195,62,11,set_7485879,,,6210
bnk_7485880,7485880,993,2010-01-03,CREDIT_CARD,9932,20,4,set_7485880,,,1017
bnk_7485881,7485881,5009,2010-01-03,DEBIT_CARD,60569,51,9,set_7485881,,,5069
bnk_7485882,7485882,1979,2010-01-03,DEBIT_CARD,56431,20,4,set_7485882,,,2003
bnk_7485883,7485883,8552,2010-01-03,CREDIT_CARD,80280,175,32,set_7485883,,,8759
bnk_7485884,7485884,4453,2010-01-03,DEBIT_CARD,61195,45,8,set_7485884,,,4506
bnk_7485885,7485885,2142,2010-01-03,DEBIT_CARD,78605,22,4,set_7485885,,,2168
bnk_7485886,7485886,17535,2010-01-03,CREDIT_CARD,81591,359,65,set_7485886,,,17959
bnk_7485887,7485887,822,2010-01-03,CREDIT_CARD,24891,17,3,set_7485887,,,842
bnk_7485888,7485888,6917,2010-01-03,DEBIT_CARD,59935,70,13,set_7485888,,,7000
bnk_7485889,7485889,4214,2010-01-03,DEBIT_CARD,39021,43,8,set_7485889,,,4266
bnk_7485893,7485893,258,2010-01-03,DEBIT_CARD,61195,3,1,set_7485893,,,262
bnk_7485894,7485894,11221,2010-01-03,DEBIT_CARD,93709,114,21,set_7485894,,,11356
bnk_7485895,7485895,3248,2010-01-03,DEBIT_CARD,73186,33,6,set_7485895,,,3287
bnk_7485896,7485896,1590,2010-01-03,DEBIT_CARD,81833,16,3,set_7485896,,,1609
bnk_7485898,7485898,6075,2010-01-03,DEBIT_CARD,60569,61,11,set_7485898,,,6147
bnk_7485900,7485900,2035,2010-01-03,DEBIT_CARD,15143,21,4,set_7485900,,,2060
bnk_7485901,7485901,3565,2010-01-03,DEBIT_CARD,25887,36,6,set_7485901,,,3607
bnk_7485902,7485902,89994,2010-01-03,CREDIT_CARD,57386,1843,332,set_7485902,,,92169
bnk_7485903,7485903,6641,2010-01-03,CREDIT_CARD,61195,136,24,set_7485903,,,6800
bnk_7485906,7485906,41841,2010-01-03,CREDIT_CARD,24303,857,154,set_7485906,,,42852
bnk_7485907,7485907,425,2010-01-03,DEBIT_CARD,34490,4,1,set_7485907,,,430
bnk_7485908,7485908,3725,2010-01-03,CREDIT_CARD,22825,76,14,set_7485908,,,3815
bnk_7485909,7485909,2844,2010-01-03,DEBIT_CARD,20540,28,5,set_7485909,,,2751
bnk_7485910,7485910,8025,2010-01-03,DEBIT_CARD,50783,81,15,set_7485910,,,8121
bnk_7485911,7485911,9764,2010-01-03,CREDIT_CARD,61195,200,36,set_7485911,,,10000
bnk_7485912,7485912,4568,2010-01-03,DEBIT_CARD,60569,46,8,set_7485912,,,4622
bnk_7485913,7485913,2760,2010-01-03,DEBIT_CARD,26909,28,5,set_7485913,,,2793
bnk_7485914,7485914,1927,2010-01-03,DEBIT_CARD,75781,19,3,set_7485914,,,1949
bnk_7485915,7485915,4754,2010-01-03,CREDIT_CARD,13646,97,17,set_7485915,,,4868
bnk_7485916,7485916,830,2010-01-03,DEBIT_CARD,75936,8,1,set_7485916,,,839
bnk_7485917,7485917,3619,2010-01-03,CREDIT_CARD,61195,71,13,set_7485917,,,3560
bnk_7485918,7485918,15300,2010-01-03,CREDIT_CARD,36608,313,56,set_7485918,,,15669
bnk_7485920,7485920,2294,2010-01-03,DEBIT_CARD,22204,23,4,set_7485920,,,2321
bnk_7485921,7485921,6917,2010-01-03,DEBIT_CARD,59935,70,13,set_7485921,,,7000
bnk_7485922,7485922,2779,2010-01-03,CREDIT_CARD,83480,57,10,set_7485922,,,2846
bnk_7485923,7485923,2639,2010-01-03,DEBIT_CARD,38602,27,5,set_7485923,,,2671
bnk_7485924,7485924,577,2010-01-03,DEBIT_CARD,16283,5,1,set_7485924,,,479
bnk_7485925,7485925,925,2010-01-03,DEBIT_CARD,83743,9,2,set_7485925,,,936
bnk_7485926,7485926,7824,2010-01-03,CREDIT_CARD,40096,160,29,set_7485926,,,8013
bnk_7485927,7485927,4565,2010-01-03,DEBIT_CARD,32175,46,8,set_7485927,,,4619
bnk_7485928,7485928,175,2010-01-03,DEBIT_CARD,86438,2,0,set_7485928,,,177
bnk_7485929,7485929,675,2010-01-03,DEBIT_CARD,20561,6,1,set_7485929,,,588
bnk_7485930,7485930,4107,2010-01-03,DEBIT_CARD,59935,42,8,set_7485930,,,4157
bnk_7485931,7485931,2088,2010-01-03,DEBIT_CARD,26810,21,4,set_7485931,,,2113
bnk_7485932,7485932,7115,2010-01-03,DEBIT_CARD,61195,72,13,set_7485932,,,7200
bnk_7485934,7485934,1507,2010-01-03,DEBIT_CARD,6489,15,3,set_7485934,,,1525
bnk_7485936,7485936,83,2010-01-03,DEBIT_CARD,86438,1,0,set_7485936,,,84
bnk_7485937,7485937,91,2010-01-03,DEBIT_CARD,14528,1,0,set_7485937,,,91
bnk_7485938,7485938,2770,2010-01-03,DEBIT_CARD,81833,28,5,set_7485938,,,2803
bnk_7485939,7485939,7906,2010-01-03,DEBIT_CARD,27092,80,14,set_7485939,,,8000
bnk_7485940,7485940,2502,2010-01-03,DEBIT_CARD,1238,25,5,set_7485940,,,2532
bnk_7485941,7485941,7033,2010-01-03,DEBIT_CARD,80368,71,13,set_7485941,,,7117
bnk_7485942,7485942,641,2010-01-03,CREDIT_CARD,60569,13,2,set_7485942,,,656
bnk_7485943,7485943,2044,2010-01-03,CREDIT_CARD,1631,42,8,set_7485943,,,2094
bnk_7485944,7485944,398,2010-01-03,DEBIT_CARD,18563,4,1,set_7485944,,,403
bnk_7485945,7485945,9612,2010-01-03,CREDIT_CARD,80770,197,35,set_7485945,,,9844
bnk_7485946,7485946,12188,2010-01-03,DEBIT_CARD,43293,123,22,set_7485946,,,12333
bnk_7485947,7485947,3718,2010-01-03,DEBIT_CARD,19509,38,7,set_7485947,,,3763
bnk_7485948,7485948,9083,2010-01-03,DEBIT_CARD,86959,92,17,set_7485948,,,9192
bnk_7485949,7485949,4981,2010-01-03,DEBIT_CARD,81759,49,9,set_7485949,,,4906
bnk_7485950,7485950,3774,2010-01-03,DEBIT_CARD,52031,38,7,set_7485950,,,3819
bnk_7485951,7485951,6932,2010-01-03,DEBIT_CARD,23193,70,13,set_7485951,,,7015
bnk_7485952,7485952,1235,2010-01-03,CREDIT_CARD,50783,25,5,set_7485952,,,1265
bnk_7485953,7485953,1361,2010-01-03,CREDIT_CARD,16798,28,5,set_7485953,,,1395
bnk_7485954,7485954,24481,2010-01-03,DEBIT_CARD,34702,248,45,set_7485954,,,24774
bnk_7485955,7485955,1282,2010-01-03,DEBIT_CARD,86189,13,2,set_7485955,,,1297
bnk_7485956,7485956,13835,2010-01-03,DEBIT_CARD,27092,140,25,set_7485956,,,14000
bnk_7485958,7485958,933,2010-01-03,DEBIT_CARD,99370,9,2,set_7485958,,,944
bnk_7485959,7485959,12036,2010-01-03,CREDIT_CARD,51840,247,44,set_7485959,,,12327
bnk_7485960,7485960,5588,2010-01-03,CREDIT_CARD,16798,113,20,set_7485960,,,5653
bnk_7485961,7485961,2231,2010-01-03,DEBIT_CARD,59935,23,4,set_7485961,,,2258
bnk_7485962,7485962,1073,2010-01-03,CREDIT_CARD,17858,22,4,set_7485962,,,1099
bnk_7485963,7485963,468,2010-01-03,CREDIT_CARD,3651,10,2,set_7485963,,,480
bnk_7485964,7485964,15811,2010-01-03,DEBIT_CARD,27092,160,29,set_7485964,,,16000
bnk_7485965,7485965,8410,2010-01-03,CREDIT_CARD,51840,172,31,set_7485965,,,8613
bnk_7485966,7485966,9081,2010-01-03,CREDIT_CARD,26810,186,33,set_7485966,,,9300
bnk_7485967,7485967,14639,2010-01-03,CREDIT_CARD,18215,300,54,set_7485967,,,14993
bnk_7485968,7485968,1075,2010-01-03,DEBIT_CARD,50867,11,2,set_7485968,,,1088
bnk_7485969,7485969,2060,2010-01-03,DEBIT_CARD,20561,21,4,set_7485969,,,2085
bnk_7485970,7485970,2604,2010-01-03,DEBIT_CARD,20561,26,5,set_7485970,,,2635
bnk_7485971,7485971,8676,2010-01-03,DEBIT_CARD,59935,87,16,set_7485971,,,8700
bnk_7485973,7485973,5294,2010-01-03,DEBIT_CARD,58395,54,10,set_7485973,,,5358
bnk_7485975,7485975,6608,2010-01-03,DEBIT_CARD,50783,67,12,set_7485975,,,6687
bnk_7485976,7485976,12933,2010-01-03,DEBIT_CARD,88459,131,24,set_7485976,,,13088
bnk_7485977,7485977,29545,2010-01-03,DEBIT_CARD,64559,299,54,set_7485977,,,29898
bnk_7485978,7485978,23404,2010-01-03,DEBIT_CARD,17726,237,43,set_7485978,,,23684
bnk_7485979,7485979,663,2010-01-03,DEBIT_CARD,20561,7,1,set_7485979,,,671
bnk_7485980,7485980,231,2010-01-03,DEBIT_CARD,14528,2,0,set_7485980,,,233
bnk_7485981,7485981,4972,2010-01-03,DEBIT_CARD,34223,50,9,set_7485981,,,5031
bnk_7485982,7485982,627,2010-01-03,CREDIT_CARD,46983,13,2,set_7485982,,,642
bnk_7485983,7485983,5618,2010-01-03,CREDIT_CARD,26810,115,21,set_7485983,,,5754
bnk_7485984,7485984,1161,2010-01-03,DEBIT_CARD,89069,12,2,set_7485984,,,1175
bnk_7485985,7485985,442,2010-01-03,CREDIT_CARD,50783,9,2,set_7485985,,,453
bnk_7485986,7485986,9796,2010-01-03,DEBIT_CARD,20561,99,18,set_7485986,,,9913
bnk_7485987,7485987,6953,2010-01-03,DEBIT_CARD,60569,70,13,set_7485987,,,7036
bnk_7485988,7485988,3697,2010-01-03,DEBIT_CARD,43293,37,7,set_7485988,,,3741
bnk_7485989,7485989,4218,2010-01-03,DEBIT_CARD,9033,43,8,set_7485989,,,4269
bnk_7485990,7485990,958,2010-01-03,DEBIT_CARD,22204,10,2,set_7485990,,,970
bnk_7485991,7485991,13323,2010-01-03,CREDIT_CARD,41782,273,49,set_7485991,,,13645
bnk_7485993,7485993,796,2010-01-03,DEBIT_CARD,30928,8,1,set_7485993,,,805
bnk_7485994,7485994,4161,2010-01-03,DEBIT_CARD,89707,42,8,set_7485994,,,4211
bnk_7485995,7485995,166,2010-01-03,CREDIT_CARD,14528,3,1,set_7485995,,,170
bnk_7485996,7485996,5237,2010-01-03,DEBIT_CARD,43293,53,10,set_7485996,,,5300
bnk_7485998,7485998,4982,2010-01-03,DEBIT_CARD,31893,50,9,set_7485998,,,5041
bnk_7485999,7485999,12622,2010-01-03,DEBIT_CARD,60569,128,23,set_7485999,,,12773
bnk_7486000,7486000,6421,2010-01-03,DEBIT_CARD,96246,65,12,set_7486000,,,6498
bnk_7486001,7486001,10858,2010-01-03,DEBIT_CARD,59935,110,20,set_7486001,,,10988
bnk_7486001b,7486001,10858,2010-01-03,DEBIT_CARD,59935,110,20,set_7486001b,,,10988
bnk_7486002,7486002,10481,2010-01-03,CREDIT_CARD,84355,215,39,set_7486002,,,10735
bnk_7486003,7486003,7632,2010-01-03,DEBIT_CARD,98545,77,14,set_7486003,,,7723
bnk_7486004,7486004,9764,2010-01-03,CREDIT_CARD,27092,200,36,set_7486004,,,10000
bnk_7486005,7486005,4401,2010-01-03,DEBIT_CARD,81759,45,8,set_7486005,,,4454
bnk_7486006,7486006,6699,2010-01-03,CREDIT_CARD,11468,137,25,set_7486006,,,6861
bnk_7486007,7486007,2844,2010-01-03,CREDIT_CARD,13646,58,10,set_7486007,,,2912
bnk_7486008,7486008,3239,2010-01-03,DEBIT_CARD,39021,33,6,set_7486008,,,3278
bnk_7486009,7486009,18434,2010-01-03,CREDIT_CARD,5373,378,68,set_7486009,,,18880
bnk_7486010,7486010,4941,2010-01-03,DEBIT_CARD,59935,50,9,set_7486010,,,5000
bnk_7486012,7486012,7333,2010-01-03,DEBIT_CARD,99613,74,13,set_7486012,,,7420
bnk_7486013,7486013,1266,2010-01-03,DEBIT_CARD,60569,13,2,set_7486013,,,1281
bnk_7486014,7486014,15724,2010-01-03,CREDIT_CARD,27033,322,58,set_7486014,,,16104
bnk_7486015,7486015,4373,2010-01-03,CREDIT_CARD,61195,90,16,set_7486015,,,4479
bnk_7486016,7486016,1131,2010-01-03,DEBIT_CARD,12614,11,2,set_7486016,,,1144
bnk_7486017,7486017,492,2010-01-03,CREDIT_CARD,61195,10,2,set_7486017,,,504
bnk_7486018,7486018,5762,2010-01-03,DEBIT_CARD,34681,58,10,set_7486018,,,5830
bnk_7486019,7486019,7864,2010-01-03,DEBIT_CARD,50783,80,14,set_7486019,,,7958
bnk_7486020,7486020,5263,2010-01-03,DEBIT_CARD,13646,53,10,set_7486020,,,5326
bnk_7486021,7486021,3563,2010-01-03,CREDIT_CARD,84684,73,13,set_7486021,,,3649
bnk_7486023,7486023,3953,2010-01-03,DEBIT_CARD,27092,40,7,set_7486023,,,4000
bnk_7486024,7486024,514,2010-01-03,DEBIT_CARD,85247,5,1,set_7486024,,,520
bnk_7486025,7486025,9954,2010-01-03,DEBIT_CARD,32175,100,18,set_7486025,,,9987
bnk_7486026,7486026,2621,2010-01-03,DEBIT_CARD,40272,27,5,set_7486026,,,2653
bnk_7486028,7486028,10159,2010-01-03,CREDIT_CARD,79927,208,37,set_7486028,,,10404
bnk_7486029,7486029,5604,2010-01-03,DEBIT_CARD,93554,57,10,set_7486029,,,5671
bnk_7486030,7486030,3630,2010-01-03,CREDIT_CARD,25844,74,13,set_7486030,,,3717
bnk_7486031,7486031,1813,2010-01-03,CREDIT_CARD,81922,37,7,set_7486031,,,1857
bnk_7486032,7486032,3360,2010-01-03,DEBIT_CARD,36934,34,6,set_7486032,,,3400
bnk_7486033,7486033,9544,2010-01-03,DEBIT_CARD,79927,97,17,set_7486033,,,9658
bnk_7486034,7486034,6255,2010-01-03,CREDIT_CARD,96246,128,23,set_7486034,,,6406
bnk_7486036,7486036,4680,2010-01-03,DEBIT_CARD,34490,47,8,set_7486036,,,4735
bnk_7486037,7486037,2985,2010-01-03,DEBIT_CARD,88852,30,5,set_7486037,,,3020
bnk_7486038,7486038,8301,2010-01-03,DEBIT_CARD,43293,84,15,set_7486038,,,8400
bnk_7486039,7486039,1269,2010-01-03,DEBIT_CARD,59397,13,2,set_7486039,,,1284
bnk_7486040,7486040,106,2010-01-03,DEBIT_CARD,14528,1,0,set_7486040,,,107
bnk_7486042,7486042,337,2010-01-03,DEBIT_CARD,11044,3,1,set_7486042,,,341
bnk_7486044,7486044,117,2010-01-03,DEBIT_CARD,14528,1,0,set_7486044,,,118
bnk_7486046,7486046,2471,2010-01-03,DEBIT_CARD,90755,25,5,set_7486046,,,2501
bnk_7486047,7486047,92,2010-01-03,CREDIT_CARD,88459,2,0,set_7486047,,,94
bnk_7486050,7486050,1418,2010-01-03,CREDIT_CARD,83271,29,5,set_7486050,,,1452
bnk_7486051,7486051,1639,2010-01-03,DEBIT_CARD,78940,17,3,set_7486051,,,1659
bnk_7486052,7486052,2975,2010-01-03,DEBIT_CARD,32175,30,5,set_7486052,,,3010
bnk_7486054,7486054,80,2010-01-03,DEBIT_CARD,14528,1,0,set_7486054,,,81
bnk_7486055,7486055,2717,2010-01-03,CREDIT_CARD,60569,56,10,set_7486055,,,2783
bnk_7486057,7486057,967,2010-01-03,DEBIT_CARD,84062,10,2,set_7486057,,,979
bnk_7486058,7486058,3347,2010-01-03,CREDIT_CARD,63573,69,12,set_7486058,,,3428
bnk_7486059,7486059,934,2010-01-03,DEBIT_CARD,31030,9,2,set_7486059,,,945
bnk_7486060,7486060,2175,2010-01-03,CREDIT_CARD,24504,45,8,set_7486060,,,2228
bnk_7486061,7486061,6959,2010-01-03,CREDIT_CARD,74931,143,26,set_7486061,,,7128
bnk_7486062,7486062,12,2010-01-03,DEBIT_CARD,14528,0,0,set_7486062,,,12
bnk_7486063,7486063,667,2010-01-03,DEBIT_CARD,73861,7,1,set_7486063,,,675
bnk_7486065,7486065,1318,2010-01-03,DEBIT_CARD,67843,13,2,set_7486065,,,1333
bnk_7486066,7486066,952,2010-01-03,DEBIT_CARD,58577,10,2,set_7486066,,,964
bnk_7486067,7486067,14648,2010-01-03,DEBIT_CARD,81833,148,27,set_7486067,,,14823
bnk_7486068,7486068,1628,2010-01-03,DEBIT_CARD,24504,16,3,set_7486068,,,1647
bnk_7486069,7486069,1214,2010-01-03,DEBIT_CARD,83271,12,2,set_7486069,,,1228
bnk_7486070,7486070,4410,2010-01-03,DEBIT_CARD,39021,45,8,set_7486070,,,4463
bnk_7486072,7486072,4098,2010-01-03,CREDIT_CARD,60564,84,15,set_7486072,,,4197
bnk_7486073,7486073,2087,2010-01-03,DEBIT_CARD,43293,21,4,set_7486073,,,2112
bnk_7486074,7486074,3619,2010-01-03,DEBIT_CARD,15143,37,7,set_7486074,,,3663
bnk_7486074b,7486074,3619,2010-01-03,DEBIT_CARD,15143,37,7,set_7486074b,,,3663
bnk_7486076,7486076,3840,2010-01-03,DEBIT_CARD,57903,39,7,set_7486076,,,3886
bnk_7486077,7486077,2831,2010-01-03,DEBIT_CARD,98123,29,5,set_7486077,,,2865
bnk_7486078,7486078,3849,2010-01-03,DEBIT_CARD,15143,39,7,set_7486078,,,3895
bnk_7486079,7486079,4598,2010-01-03,DEBIT_CARD,1314,47,8,set_7486079,,,4653
bnk_7486080,7486080,53,2010-01-03,DEBIT_CARD,14528,1,0,set_7486080,,,54
bnk_7486081,7486081,34559,2010-01-03,CREDIT_CARD,23446,708,127,set_7486081,,,35395
bnk_7486082,7486082,12221,2010-01-03,DEBIT_CARD,41039,124,22,set_7486082,,,12367
bnk_7486083,7486083,6999,2010-01-03,CREDIT_CARD,69972,143,26,set_7486083,,,7168
bnk_7486084,7486084,4905,2010-01-03,DEBIT_CARD,59935,50,9,set_7486084,,,4964
bnk_7486086,7486086,14762,2010-01-03,DEBIT_CARD,60569,149,27,set_7486086,,,14938
bnk_7486087,7486087,5572,2010-01-03,CREDIT_CARD,37369,114,21,set_7486087,,,5707
bnk_7486088,7486088,12463,2010-01-03,CREDIT_CARD,60569,255,46,set_7486088,,,12764
bnk_7486089,7486089,7313,2010-01-03,DEBIT_CARD,59935,74,13,set_7486089,,,7400
bnk_7486090,7486090,5858,2010-01-03,CREDIT_CARD,27092,120,22,set_7486090,,,6000
bnk_7486091,7486091,9882,2010-01-03,DEBIT_CARD,27092,100,18,set_7486091,,,10000
bnk_7486093,7486093,9487,2010-01-03,DEBIT_CARD,43293,96,17,set_7486093,,,9600
bnk_7486094,7486094,3635,2010-01-03,DEBIT_CARD,75781,37,7,set_7486094,,,3679
bnk_7486095,7486095,1936,2010-01-03,DEBIT_CARD,39021,20,4,set_7486095,,,1960
bnk_7486096,7486096,11849,2010-01-03,DEBIT_CARD,26810,120,22,set_7486096,,,11991
bnk_7486097,7486097,7130,2010-01-03,CREDIT_CARD,81591,146,26,set_7486097,,,7302
bnk_7486098,7486098,2461,2010-01-03,DEBIT_CARD,41393,25,5,set_7486098,,,2491
bnk_7486099,7486099,1561,2010-01-03,CREDIT_CARD,24504,32,6,set_7486099,,,1599
bnk_7486100,7486100,1823,2010-01-03,DEBIT_CARD,59935,18,3,set_7486100,,,1844
bnk_7486101,7486101,3310,2010-01-03,DEBIT_CARD,20519,34,6,set_7486101,,,3350
bnk_7486102,7486102,7225,2010-01-03,CREDIT_CARD,30928,148,27,set_7486102,,,7400
bnk_7486105,7486105,8202,2010-01-03,DEBIT_CARD,59935,83,15,set_7486105,,,8300
bnk_7486106,7486106,1573,2010-01-03,DEBIT_CARD,72442,16,3,set_7486106,,,1592
bnk_7486108,7486108,6522,2010-01-03,DEBIT_CARD,26810,66,12,set_7486108,,,6600
bnk_7486109,7486109,961,2010-01-03,CREDIT_CARD,70309,20,4,set_7486109,,,985
bnk_7486111,7486111,4370,2010-01-03,DEBIT_CARD,50783,44,8,set_7486111,,,4422
bnk_7486112,7486112,662,2010-01-03,DEBIT_CARD,59935,7,1,set_7486112,,,670
bnk_7486114,7486114,2631,2010-01-03,DEBIT_CARD,4091,27,5,set_7486114,,,2663
bnk_7486116,7486116,7630,2010-01-03,DEBIT_CARD,65108,77,14,set_7486116,,,7721
bnk_7486117,7486117,146,2010-01-03,DEBIT_CARD,14528,1,0,set_7486117,,,147
bnk_7486118,7486118,1823,2010-01-03,DEBIT_CARD,71217,18,3,set_7486118,,,1844
bnk_7486120,7486120,2407,2010-01-03,CREDIT_CARD,15143,49,9,set_7486120,,,2465
bnk_7486120b,7486120,2407,2010-01-03,CREDIT_CARD,15143,49,9,set_7486120b,,,2465
bnk_7486121,7486121,8772,2010-01-03,DEBIT_CARD,60569,89,16,set_7486121,,,8877
bnk_7486122,7486122,9499,2010-01-03,DEBIT_CARD,36495,96,17,set_7486122,,,9612
bnk_7486124,7486124,1197,2010-01-03,DEBIT_CARD,18563,12,2,set_7486124,,,1211
bnk_7486126,7486126,2816,2010-01-03,DEBIT_CARD,39021,29,5,set_7486126,,,2850
bnk_7486128,7486128,5154,2010-01-03,CREDIT_CARD,26909,106,19,set_7486128,,,5279
bnk_7486129,7486129,76,2010-01-03,CREDIT_CARD,14528,2,0,set_7486129,,,78
bnk_7486130,7486130,1370,2010-01-03,DEBIT_CARD,59935,14,3,set_7486130,,,1387
bnk_7486131,7486131,1739,2010-01-03,DEBIT_CARD,16798,18,3,set_7486131,,,1760
bnk_7486133,7486133,1446,2010-01-03,DEBIT_CARD,81833,15,3,set_7486133,,,1464
bnk_7486134,7486134,6609,2010-01-03,CREDIT_CARD,27791,135,24,set_7486134,,,6768
bnk_7486135,7486135,7906,2010-01-03,DEBIT_CARD,27092,80,14,set_7486135,,,8000
bnk_7486136,7486136,2286,2010-01-03,DEBIT_CARD,31648,23,4,set_7486136,,,2259
bnk_7486138,7486138,74,2010-01-03,DEBIT_CARD,86438,1,0,set_7486138,,,75
bnk_7486139,7486139,818,2010-01-03,DEBIT_CARD,48919,8,1,set_7486139,,,827
bnk_7486140,7486140,1102,2010-01-03,CREDIT_CARD,91968,23,4,set_7486140,,,1129
bnk_7486141,7486141,89,2010-01-03,DEBIT_CARD,14528,1,0,set_7486141,,,90
bnk_7486142,7486142,5458,2010-01-03,DEBIT_CARD,73186,54,10,set_7486142,,,5437
bnk_7486143,7486143,2470,2010-01-03,CREDIT_CARD,61195,51,9,set_7486143,,,2530
bnk_7486144,7486144,2015,2010-01-03,CREDIT_CARD,18563,41,7,set_7486144,,,2063
bnk_7486145,7486145,3907,2010-01-03,CREDIT_CARD,1938,80,14,set_7486145,,,4001
bnk_7486147,7486147,12137,2010-01-03,CREDIT_CARD,48741,249,45,set_7486147,,,12431
bnk_7486148,7486148,4057,2010-01-03,DEBIT_CARD,24437,40,7,set_7486148,,,3986
